Identificador,Ronda,Agente,Estado,Puntaje,Politica
A,114,27,1,-1,8-ventana
A,115,27,0,0,8-ciclico-espejo
A,116,27,1,-1,8-ventana
A,117,27,0,0,8-ventana
A,118,27,1,-1,8-ventana
A,119,27,0,0,8-ventana
A,120,27,1,1,8-ventana
A,121,27,1,-1,8-ventana
A,122,27,1,-1,8-ventana
A,123,27,1,1,8-ventana
A,124,27,1,-1,8-ventana
A,125,27,1,1,8-ventana
A,126,27,1,-1,8-ventana
A,127,27,0,0,8-ventana
A,128,27,0,0,8-ventana
A,129,27,1,-1,2-ventana-espejo
A,130,27,1,-1,8-ventana
A,131,27,0,0,8-ventana
A,132,27,0,0,2-ventana-espejo
A,133,27,1,-1,8-ventana
A,134,27,0,0,2-ventana-espejo
A,135,27,1,-1,8-ventana
A,136,27,0,0,2-ventana-espejo
A,137,27,1,-1,8-ventana
A,138,27,0,0,8-ventana
A,139,27,1,-1,8-ventana
A,140,27,0,0,8-ventana
A,141,27,0,0,8-ventana
A,142,27,1,1,8-ventana
A,143,27,0,0,8-ventana
A,144,27,1,-1,8-ventana
A,145,27,0,0,8-ventana
A,146,27,1,-1,8-ventana
A,147,27,0,0,8-ventana
A,148,27,1,-1,8-ventana
A,149,27,0,0,8-ventana
A,150,27,1,-1,8-ventana
A,151,27,1,-1,2-ventana-espejo
A,152,27,1,-1,8-ventana
A,153,27,0,0,8-ventana
A,154,27,0,0,8-ciclico-espejo
A,155,27,1,-1,8-ventana
A,156,27,0,0,8-ventana
A,157,27,1,-1,8-ventana
A,158,27,0,0,8-ventana
A,159,27,1,-1,8-ventana
A,160,27,1,1,8-ventana
A,161,27,1,-1,8-ventana
A,162,27,0,0,8-ventana
A,163,27,0,0,8-ventana
A,164,27,0,0,8-ventana
A,165,27,1,-1,8-ventana
A,166,27,1,1,8-ventana
A,167,27,0,0,8-ventana
A,168,27,0,0,8-ventana
A,169,27,0,0,8-ventana
A,170,27,1,-1,8-ventana
A,171,27,0,0,8-ventana
A,172,27,1,-1,8-ventana
A,173,27,0,0,2-ventana-espejo
A,174,27,1,1,8-ventana
A,175,27,1,-1,8-ventana
A,176,27,1,-1,8-ventana
A,177,27,0,0,2-ventana-espejo
A,178,27,1,-1,8-ventana
A,179,27,1,1,8-ventana
A,180,27,0,0,8-ventana
A,181,27,1,-1,8-ventana
A,182,27,0,0,8-ventana
A,183,27,1,-1,8-ventana
A,184,27,0,0,8-ventana
A,185,27,1,-1,8-ventana
A,186,27,0,0,8-ventana
A,187,27,0,0,8-ventana
A,188,27,0,0,8-ventana
A,189,27,1,-1,8-ventana
A,190,27,0,0,8-ventana
A,191,27,0,0,8-ciclico-espejo
A,192,27,1,-1,8-ventana
A,193,27,0,0,8-ventana
A,194,27,1,-1,8-ventana
A,195,27,0,0,8-ventana
A,196,27,1,-1,8-ventana
A,197,27,0,0,8-ventana
A,198,27,0,0,8-ventana
A,199,27,0,0,8-ventana
A,0,28,1,1,10-ciclico-espejo
A,1,28,1,-1,9-ventana
A,2,28,0,0,10-ciclico-espejo
A,3,28,0,0,7-ventana-espejo
A,4,28,1,-1,7-ventana-espejo
A,5,28,1,-1,7-ventana-espejo
A,6,28,1,-1,7-ventana-espejo
A,7,28,1,-1,7-ventana-espejo
A,8,28,1,1,7-ventana-espejo
A,9,28,1,-1,9-ventana
A,10,28,0,0,7-ventana-espejo
A,11,28,1,-1,9-ventana
A,12,28,0,0,9-ventana
A,13,28,0,0,9-ventana
A,14,28,0,0,9-ventana
A,15,28,1,1,9-ventana
A,16,28,1,-1,9-ventana
A,17,28,1,-1,9-ventana
A,18,28,0,0,9-ventana
A,19,28,1,1,9-ventana
A,20,28,1,-1,9-ventana
A,21,28,1,1,7-ventana-espejo
A,22,28,1,-1,10-ciclico-espejo
A,23,28,1,-1,9-ventana
A,24,28,0,0,9-ventana
A,25,28,0,0,9-ventana
A,26,28,1,-1,9-ventana
A,27,28,1,-1,9-ventana
A,28,28,1,1,9-ventana
A,29,28,0,0,9-ventana
A,30,28,1,1,9-ventana
A,31,28,0,0,9-ventana
A,32,28,1,1,9-ventana
A,33,28,1,-1,9-ventana
A,34,28,0,0,9-ventana
A,35,28,0,0,9-ventana
A,36,28,0,0,9-ventana
A,37,28,1,-1,10-ciclico-espejo
A,38,28,1,-1,10-ciclico-espejo
A,39,28,1,1,9-ventana
A,40,28,0,0,10-ciclico-espejo
A,41,28,1,-1,4-ciclico-espejo
A,42,28,1,-1,9-ventana
A,43,28,0,0,9-ventana
A,44,28,0,0,9-ventana
A,45,28,1,1,9-ventana
A,46,28,0,0,9-ventana
A,47,28,0,0,9-ventana
A,48,28,1,-1,9-ventana
A,49,28,0,0,9-ventana
A,50,28,1,-1,9-ventana
A,51,28,0,0,9-ventana
A,52,28,1,-1,9-ventana
A,53,28,1,-1,9-ventana
A,54,28,0,0,9-ventana
A,55,28,0,0,9-ventana
A,56,28,1,-1,9-ventana
A,57,28,0,0,9-ventana
A,58,28,1,1,9-ventana
A,59,28,0,0,9-ventana
A,60,28,1,1,9-ventana
A,61,28,1,-1,9-ventana
A,62,28,0,0,9-ventana
A,63,28,1,-1,10-ciclico-espejo
A,64,28,1,-1,9-ventana
A,65,28,0,0,9-ventana
A,66,28,1,-1,10-ciclico-espejo
A,67,28,1,-1,10-ciclico-espejo
A,68,28,1,-1,9-ventana
A,69,28,0,0,10-ciclico-espejo
A,70,28,0,0,10-ciclico-espejo
A,71,28,1,-1,4-ciclico-espejo
A,72,28,1,-1,9-ventana
A,73,28,0,0,9-ventana
A,74,28,1,-1,10-ciclico-espejo
A,75,28,1,-1,9-ventana
A,76,28,0,0,4-ciclico-espejo
A,77,28,1,-1,10-ciclico-espejo
A,78,28,1,-1,4-ciclico-espejo
A,79,28,1,1,9-ventana
A,80,28,0,0,4-ciclico-espejo
A,81,28,1,1,4-ciclico-espejo
A,82,28,1,-1,4-ciclico-espejo
A,83,28,1,-1,9-ventana
A,84,28,0,0,9-ventana
A,85,28,1,-1,4-ciclico-espejo
A,86,28,1,-1,9-ventana
A,87,28,0,0,9-ventana
A,88,28,1,-1,9-ventana
A,89,28,0,0,4-ciclico-espejo
A,90,28,1,1,9-ventana
A,91,28,0,0,9-ventana
A,92,28,1,-1,9-ventana
A,93,28,1,-1,4-ciclico-espejo
A,94,28,1,-1,9-ventana
A,95,28,0,0,9-ventana
A,96,28,1,-1,10-ciclico-espejo
A,97,28,1,1,9-ventana
A,98,28,1,1,9-ventana
A,99,28,1,-1,10-ciclico-espejo
A,100,28,1,-1,9-ventana
A,101,28,0,0,9-ventana
A,102,28,0,0,9-ventana
A,103,28,1,-1,9-ventana
A,104,28,1,-1,9-ventana
A,105,28,0,0,9-ventana
A,106,28,1,1,9-ventana
A,107,28,1,-1,9-ventana
A,108,28,0,0,9-ventana
A,109,28,1,-1,9-ventana
A,110,28,1,1,10-ciclico-espejo
A,111,28,1,-1,9-ventana
A,112,28,0,0,9-ventana
A,113,28,0,0,4-ciclico-espejo
A,114,28,1,-1,9-ventana
A,115,28,0,0,4-ciclico-espejo
A,116,28,1,-1,9-ventana
A,117,28,0,0,9-ventana
A,118,28,0,0,9-ventana
A,119,28,1,-1,9-ventana
A,120,28,0,0,9-ventana
A,121,28,1,-1,9-ventana
A,122,28,0,0,9-ventana
A,123,28,0,0,9-ventana
A,124,28,1,-1,9-ventana
A,125,28,0,0,9-ventana
A,126,28,1,-1,9-ventana
A,127,28,0,0,9-ventana
A,128,28,0,0,7-ventana-espejo
A,129,28,1,-1,7-ventana-espejo
A,130,28,1,-1,9-ventana
A,131,28,0,0,9-ventana
A,132,28,0,0,7-ventana-espejo
A,133,28,1,-1,9-ventana
A,134,28,0,0,9-ventana
A,135,28,0,0,9-ventana
A,136,28,1,1,9-ventana
A,137,28,0,0,9-ventana
A,138,28,0,0,9-ventana
A,139,28,1,-1,9-ventana
A,140,28,1,-1,9-ventana
A,141,28,0,0,9-ventana
A,142,28,0,0,9-ventana
A,143,28,1,1,9-ventana
A,144,28,1,-1,9-ventana
A,145,28,1,1,9-ventana
A,146,28,0,0,9-ventana
A,147,28,1,1,9-ventana
A,148,28,1,-1,9-ventana
A,149,28,0,0,9-ventana
A,150,28,1,-1,10-ciclico-espejo
A,151,28,1,-1,9-ventana
A,152,28,0,0,9-ventana
A,153,28,0,0,9-ventana
A,154,28,1,1,9-ventana
A,155,28,0,0,9-ventana
A,156,28,1,-1,9-ventana
A,157,28,0,0,9-ventana
A,158,28,0,0,9-ventana
A,159,28,0,0,9-ventana
A,160,28,0,0,9-ventana
A,161,28,1,-1,9-ventana
A,162,28,1,-1,9-ventana
A,163,28,0,0,9-ventana
A,164,28,0,0,9-ventana
A,165,28,1,-1,9-ventana
A,166,28,1,1,9-ventana
A,167,28,1,-1,9-ventana
A,168,28,0,0,9-ventana
A,169,28,1,1,9-ventana
A,170,28,0,0,9-ventana
A,171,28,0,0,9-ventana
A,172,28,1,-1,10-ciclico-espejo
A,173,28,1,1,9-ventana
A,174,28,0,0,9-ventana
A,175,28,1,-1,9-ventana
A,176,28,1,-1,9-ventana
A,177,28,1,1,9-ventana
A,178,28,0,0,9-ventana
A,179,28,0,0,9-ventana
A,180,28,1,-1,9-ventana
A,181,28,0,0,9-ventana
A,182,28,0,0,9-ventana
A,183,28,1,-1,9-ventana
A,184,28,0,0,9-ventana
A,185,28,1,-1,9-ventana
A,186,28,1,1,9-ventana
A,187,28,0,0,9-ventana
A,188,28,0,0,9-ventana
A,189,28,0,0,9-ventana
A,190,28,0,0,9-ventana
A,191,28,1,-1,10-ciclico-espejo
A,192,28,1,-1,9-ventana
A,193,28,0,0,9-ventana
A,194,28,0,0,9-ventana
A,195,28,1,1,9-ventana
A,196,28,1,-1,10-ciclico-espejo
A,197,28,1,1,9-ventana
A,198,28,0,0,9-ventana
A,199,28,1,1,9-ventana
A,0,29,0,0,1-ventana
A,1,29,1,-1,8-ciclico
A,2,29,0,0,4-ciclico-espejo
A,3,29,0,0,4-ciclico-espejo
A,4,29,0,0,4-ciclico-espejo
A,5,29,1,-1,4-ciclico-espejo
A,6,29,1,-1,8-ciclico
A,7,29,0,0,8-ventana
A,8,29,0,0,8-ventana
A,9,29,0,0,8-ventana
A,10,29,0,0,8-ventana
A,11,29,0,0,8-ventana
A,12,29,0,0,8-ventana
A,13,29,0,0,8-ventana
A,14,29,0,0,8-ventana
A,15,29,1,1,8-ventana
A,16,29,1,-1,8-ventana
A,17,29,1,-1,8-ventana
A,18,29,1,-1,8-ventana
A,19,29,0,0,8-ventana
A,20,29,1,-1,8-ventana
A,21,29,0,0,8-ventana
A,22,29,1,-1,8-ventana
A,23,29,0,0,8-ventana
A,24,29,0,0,8-ventana
A,25,29,0,0,8-ventana
A,26,29,1,-1,8-ventana
A,27,29,1,-1,8-ventana
A,28,29,0,0,8-ciclico
A,29,29,0,0,8-ventana
A,30,29,0,0,8-ventana
A,31,29,1,-1,8-ventana
A,32,29,1,1,8-ciclico
A,33,29,1,-1,8-ventana
A,34,29,0,0,8-ventana
A,35,29,1,-1,8-ventana
A,36,29,0,0,8-ventana
A,37,29,1,-1,4-ciclico-espejo
A,38,29,1,-1,8-ventana
A,39,29,0,0,8-ventana
A,40,29,0,0,8-ventana
A,41,29,0,0,4-ciclico-espejo
A,42,29,1,-1,8-ventana
A,43,29,0,0,8-ventana
A,44,29,0,0,8-ventana
A,45,29,0,0,8-ventana
A,46,29,1,-1,8-ventana
A,47,29,1,1,8-ventana
A,48,29,1,-1,8-ventana
A,49,29,0,0,8-ventana
A,50,29,1,-1,8-ventana
A,51,29,1,1,8-ventana
A,52,29,1,-1,8-ventana
A,53,29,0,0,8-ventana
A,54,29,0,0,8-ventana
A,55,29,1,-1,8-ventana
A,56,29,0,0,8-ventana
A,57,29,1,-1,8-ventana
A,58,29,0,0,8-ventana
A,59,29,1,1,8-ventana
A,60,29,0,0,8-ventana
A,61,29,1,-1,8-ciclico
A,62,29,0,0,8-ventana
A,63,29,1,-1,8-ventana
A,64,29,1,-1,8-ventana
A,65,29,0,0,8-ventana
A,66,29,1,-1,8-ventana
A,67,29,0,0,4-ciclico-espejo
A,68,29,1,-1,8-ventana
A,69,29,0,0,4-ciclico-espejo
A,70,29,1,1,8-ventana
A,71,29,0,0,4-ciclico-espejo
A,72,29,1,-1,8-ventana
A,73,29,0,0,8-ventana
A,74,29,1,-1,8-ventana
A,75,29,1,-1,8-ventana
A,76,29,0,0,8-ventana
A,77,29,1,-1,8-ventana
A,78,29,0,0,4-ciclico-espejo
A,79,29,1,1,8-ventana
A,80,29,0,0,8-ventana
A,81,29,1,1,4-ciclico-espejo
A,82,29,1,-1,4-ciclico-espejo
A,83,29,1,-1,8-ventana
A,84,29,0,0,8-ventana
A,85,29,0,0,4-ciclico-espejo
A,86,29,1,-1,8-ventana
A,87,29,1,1,8-ventana
A,88,29,1,-1,8-ventana
A,89,29,0,0,8-ventana
A,90,29,0,0,8-ventana
A,91,29,0,0,8-ventana
A,92,29,1,-1,8-ventana
A,93,29,0,0,4-ciclico-espejo
A,94,29,1,-1,8-ventana
A,95,29,0,0,8-ventana
A,96,29,1,-1,8-ventana
A,97,29,0,0,8-ventana
A,98,29,1,1,8-ventana
A,99,29,1,-1,8-ventana
A,100,29,0,0,8-ventana
A,101,29,0,0,8-ventana
A,102,29,1,-1,8-ventana
A,103,29,1,-1,8-ventana
A,104,29,0,0,8-ventana
A,105,29,0,0,8-ventana
A,106,29,0,0,8-ventana
A,107,29,1,-1,8-ventana
A,108,29,0,0,8-ventana
A,109,29,1,-1,8-ventana
A,110,29,0,0,8-ventana
A,111,29,1,-1,8-ventana
A,112,29,0,0,8-ventana
A,113,29,1,-1,8-ventana
A,114,29,0,0,8-ventana
A,115,29,0,0,4-ciclico-espejo
A,116,29,1,-1,8-ventana
A,117,29,0,0,8-ventana
A,118,29,1,-1,8-ventana
A,119,29,0,0,8-ventana
A,120,29,1,1,8-ventana
A,121,29,1,-1,8-ventana
A,122,29,1,-1,8-ciclico
A,123,29,0,0,8-ventana
A,124,29,1,-1,8-ventana
A,125,29,1,1,8-ventana
A,126,29,1,-1,8-ventana
A,127,29,0,0,8-ventana
A,128,29,0,0,8-ventana
A,129,29,1,-1,8-ventana
A,130,29,0,0,8-ventana
A,131,29,0,0,8-ventana
A,132,29,0,0,8-ventana
A,133,29,1,-1,8-ventana
A,134,29,0,0,8-ventana
A,135,29,1,-1,8-ventana
A,136,29,0,0,8-ventana
A,137,29,0,0,8-ventana
A,138,29,0,0,8-ventana
A,139,29,1,-1,8-ventana
A,140,29,0,0,8-ventana
A,141,29,0,0,8-ventana
A,142,29,1,1,8-ventana
A,143,29,0,0,8-ventana
A,144,29,1,-1,8-ventana
A,145,29,0,0,8-ventana
A,146,29,1,-1,8-ventana
A,147,29,0,0,8-ventana
A,148,29,1,-1,8-ciclico
A,149,29,0,0,8-ventana
A,150,29,1,-1,8-ventana
A,151,29,1,-1,8-ciclico
A,152,29,0,0,8-ciclico
A,153,29,0,0,8-ventana
A,154,29,0,0,4-ciclico-espejo
A,155,29,1,-1,8-ventana
A,156,29,0,0,8-ventana
A,157,29,1,-1,8-ventana
A,158,29,0,0,8-ventana
A,159,29,1,-1,8-ventana
A,160,29,1,1,8-ventana
A,161,29,1,-1,8-ventana
A,162,29,0,0,8-ventana
A,163,29,0,0,8-ventana
A,164,29,0,0,8-ventana
A,165,29,1,-1,8-ventana
A,166,29,1,1,8-ventana
A,167,29,0,0,8-ventana
A,168,29,0,0,8-ventana
A,169,29,0,0,8-ventana
A,170,29,1,-1,8-ventana
A,171,29,0,0,8-ventana
A,172,29,1,-1,8-ventana
A,173,29,0,0,8-ventana
A,174,29,0,0,8-ventana
A,175,29,1,-1,8-ventana
A,176,29,1,-1,8-ventana
A,177,29,0,0,8-ventana
A,178,29,0,0,8-ventana
A,179,29,1,1,8-ventana
A,180,29,0,0,8-ventana
A,181,29,1,-1,8-ventana
A,182,29,0,0,8-ventana
A,183,29,1,-1,8-ventana
A,184,29,0,0,8-ventana
A,185,29,1,-1,8-ventana
A,186,29,0,0,8-ventana
A,187,29,0,0,8-ventana
A,188,29,0,0,8-ventana
A,189,29,1,-1,8-ventana
A,190,29,0,0,8-ventana
A,191,29,0,0,4-ciclico-espejo
A,192,29,1,-1,8-ventana
A,193,29,0,0,8-ventana
A,194,29,1,-1,8-ventana
A,195,29,0,0,8-ventana
A,196,29,1,-1,8-ventana
A,197,29,0,0,8-ventana
A,198,29,0,0,8-ventana
A,199,29,0,0,8-ventana
A,0,30,0,0,7-ventana
A,1,30,1,-1,3-ventana
A,2,30,0,0,6-ciclico-espejo
A,3,30,0,0,2-ventana-espejo
A,4,30,0,0,2-ventana-espejo
A,5,30,1,-1,2-ventana-espejo
A,6,30,1,-1,2-ventana-espejo
A,7,30,1,-1,7-ventana
A,8,30,0,0,7-ventana
A,9,30,1,-1,7-ventana
A,10,30,0,0,7-ventana
A,11,30,0,0,7-ventana
A,12,30,0,0,7-ventana
A,13,30,0,0,7-ventana
A,14,30,1,1,7-ventana
A,15,30,1,1,7-ventana
A,16,30,1,-1,7-ventana
A,17,30,1,-1,2-ventana-espejo
A,18,30,1,-1,3-ventana
A,19,30,0,0,7-ventana
A,20,30,1,-1,7-ventana
A,21,30,0,0,3-ventana
A,22,30,1,-1,6-ciclico-espejo
A,23,30,1,-1,7-ventana
A,24,30,0,0,7-ventana
A,25,30,1,1,7-ventana
A,26,30,1,-1,6-ciclico-espejo
A,27,30,1,-1,7-ventana
A,28,30,0,0,6-ciclico-espejo
A,29,30,1,1,7-ventana
A,30,30,0,0,7-ventana
A,31,30,1,-1,7-ventana
A,32,30,0,0,7-ventana
A,33,30,1,-1,7-ventana
A,34,30,0,0,7-ventana
A,35,30,1,-1,7-ventana
A,36,30,0,0,7-ventana
A,37,30,1,-1,6-ciclico-espejo
A,38,30,1,-1,7-ventana
A,39,30,0,0,7-ventana
A,40,30,0,0,6-ciclico-espejo
A,41,30,1,-1,6-ciclico-espejo
A,42,30,1,-1,7-ventana
A,43,30,0,0,7-ventana
A,44,30,0,0,7-ventana
A,45,30,0,0,7-ventana
A,46,30,1,-1,7-ventana
A,47,30,1,1,7-ventana
A,48,30,1,-1,7-ventana
A,49,30,0,0,7-ventana
A,50,30,1,-1,7-ventana
A,51,30,0,0,7-ventana
A,52,30,1,-1,7-ventana
A,53,30,0,0,7-ventana
A,54,30,0,0,2-ventana-espejo
A,55,30,1,-1,7-ventana
A,56,30,1,-1,7-ventana
A,57,30,0,0,7-ventana
A,58,30,0,0,7-ventana
A,59,30,0,0,7-ventana
A,60,30,1,1,7-ventana
A,61,30,1,-1,7-ventana
A,62,30,0,0,7-ventana
A,63,30,1,-1,6-ciclico-espejo
A,64,30,1,-1,7-ventana
A,65,30,0,0,7-ventana
A,66,30,1,-1,6-ciclico-espejo
A,67,30,1,-1,6-ciclico-espejo
A,68,30,1,-1,3-ventana
A,69,30,0,0,3-ventana
A,70,30,1,1,3-ventana
A,71,30,1,-1,7-ventana
A,72,30,1,-1,7-ventana
A,73,30,0,0,7-ventana
A,74,30,1,-1,7-ventana
A,75,30,1,-1,7-ventana
A,76,30,0,0,2-ventana-espejo
A,77,30,1,-1,2-ventana-espejo
A,78,30,1,-1,2-ventana-espejo
A,79,30,1,1,3-ventana
A,80,30,0,0,7-ventana
A,81,30,0,0,2-ventana-espejo
A,82,30,1,-1,2-ventana-espejo
A,83,30,1,-1,7-ventana
A,84,30,0,0,2-ventana-espejo
A,85,30,1,-1,2-ventana-espejo
A,86,30,1,-1,7-ventana
A,87,30,0,0,2-ventana-espejo
A,88,30,1,-1,2-ventana-espejo
A,89,30,1,-1,2-ventana-espejo
A,90,30,1,1,7-ventana
A,91,30,1,1,7-ventana
A,92,30,0,0,7-ventana
A,93,30,0,0,7-ventana
A,94,30,1,-1,7-ventana
A,95,30,0,0,7-ventana
A,96,30,1,-1,7-ventana
A,97,30,0,0,7-ventana
A,98,30,0,0,7-ventana
A,99,30,0,0,7-ventana
A,100,30,0,0,7-ventana
A,101,30,0,0,7-ventana
A,102,30,1,-1,7-ventana
A,103,30,0,0,7-ventana
A,104,30,1,-1,7-ventana
A,105,30,0,0,7-ventana
A,106,30,0,0,7-ventana
A,107,30,1,-1,7-ventana
A,108,30,0,0,7-ventana
A,109,30,1,-1,7-ventana
A,110,30,0,0,2-ventana-espejo
A,111,30,1,-1,7-ventana
A,112,30,0,0,7-ventana
A,113,30,1,-1,6-ciclico-espejo
A,114,30,1,-1,7-ventana
A,115,30,0,0,6-ciclico-espejo
A,116,30,1,-1,7-ventana
A,117,30,0,0,7-ventana
A,118,30,0,0,7-ventana
A,119,30,1,-1,7-ventana
A,120,30,0,0,7-ventana
A,121,30,1,-1,7-ventana
A,122,30,1,-1,3-ventana
A,123,30,0,0,7-ventana
A,124,30,1,-1,7-ventana
A,125,30,0,0,7-ventana
A,126,30,1,-1,7-ventana
A,127,30,0,0,7-ventana
A,128,30,0,0,2-ventana-espejo
A,129,30,0,0,2-ventana-espejo
A,130,30,1,-1,2-ventana-espejo
A,131,30,1,1,2-ventana-espejo
A,132,30,1,1,6-ciclico-espejo
A,133,30,1,-1,7-ventana
A,134,30,0,0,2-ventana-espejo
A,135,30,1,-1,7-ventana
A,136,30,0,0,2-ventana-espejo
A,137,30,1,-1,7-ventana
A,138,30,0,0,7-ventana
A,139,30,1,-1,7-ventana
A,140,30,0,0,7-ventana
A,141,30,1,-1,7-ventana
A,142,30,0,0,7-ventana
A,143,30,0,0,7-ventana
A,144,30,1,-1,7-ventana
A,145,30,1,1,7-ventana
A,146,30,0,0,7-ventana
A,147,30,0,0,7-ventana
A,148,30,1,-1,7-ventana
A,149,30,0,0,7-ventana
A,150,30,1,-1,6-ciclico-espejo
A,151,30,1,-1,7-ventana
A,152,30,0,0,7-ventana
A,153,30,0,0,7-ventana
A,154,30,1,1,6-ciclico-espejo
A,155,30,1,-1,7-ventana
A,156,30,1,-1,7-ventana
A,157,30,0,0,7-ventana
A,158,30,0,0,7-ventana
A,159,30,1,-1,7-ventana
A,160,30,1,1,7-ventana
A,161,30,1,-1,7-ventana
A,162,30,0,0,7-ventana
A,163,30,0,0,7-ventana
A,164,30,1,1,7-ventana
A,165,30,1,-1,7-ventana
A,166,30,0,0,7-ventana
A,167,30,1,-1,7-ventana
A,168,30,0,0,7-ventana
A,169,30,1,1,7-ventana
A,170,30,1,-1,7-ventana
A,171,30,0,0,7-ventana
A,172,30,1,-1,6-ciclico-espejo
A,173,30,1,1,2-ventana-espejo
A,174,30,1,1,7-ventana
A,175,30,1,-1,7-ventana
A,176,30,0,0,7-ventana
A,177,30,0,0,2-ventana-espejo
A,178,30,1,-1,7-ventana
A,179,30,0,0,7-ventana
A,180,30,1,-1,7-ventana
A,181,30,1,-1,7-ventana
A,182,30,0,0,7-ventana
A,183,30,1,-1,7-ventana
A,184,30,1,1,7-ventana
A,185,30,1,-1,7-ventana
A,186,30,0,0,7-ventana
A,187,30,0,0,7-ventana
A,188,30,0,0,7-ventana
A,189,30,1,-1,7-ventana
A,190,30,0,0,6-ciclico-espejo
A,191,30,0,0,6-ciclico-espejo
A,192,30,1,-1,7-ventana
A,193,30,0,0,7-ventana
A,194,30,1,-1,7-ventana
A,195,30,0,0,7-ventana
A,196,30,1,-1,7-ventana
A,197,30,0,0,6-ciclico-espejo
A,198,30,1,1,7-ventana
A,199,30,0,0,7-ventana
A,0,31,1,1,8-ciclico
A,1,31,1,-1,7-ciclico
A,2,31,0,0,2-ciclico-espejo
A,3,31,0,0,2-ciclico-espejo
A,4,31,1,-1,2-ciclico-espejo
A,5,31,1,-1,2-ciclico-espejo
A,6,31,1,-1,7-ciclico
A,7,31,0,0,10-ventana
A,8,31,0,0,10-ventana
A,9,31,0,0,7-ciclico
A,10,31,1,1,7-ciclico
A,11,31,1,-1,10-ventana
A,12,31,0,0,7-ciclico
A,13,31,0,0,7-ciclico
A,14,31,0,0,7-ciclico
A,15,31,0,0,10-ventana
A,16,31,1,-1,10-ventana
A,17,31,1,-1,10-ventana
A,18,31,1,-1,10-ventana
A,19,31,0,0,10-ventana
A,20,31,1,-1,10-ventana
A,21,31,0,0,10-ventana
A,22,31,1,-1,2-ciclico-espejo
A,23,31,1,-1,10-ventana
A,24,31,0,0,10-ventana
A,25,31,0,0,10-ventana
A,26,31,0,0,10-ventana
A,27,31,0,0,10-ventana
A,28,31,0,0,8-ciclico
A,29,31,0,0,10-ventana
A,30,31,0,0,10-ventana
A,31,31,1,-1,10-ventana
A,32,31,0,0,8-ciclico
A,33,31,1,-1,10-ventana
A,34,31,1,1,10-ventana
A,35,31,1,-1,10-ventana
A,36,31,0,0,10-ventana
A,37,31,1,-1,2-ciclico-espejo
A,38,31,1,-1,10-ventana
A,39,31,0,0,2-ciclico-espejo
A,40,31,1,1,2-ciclico-espejo
A,41,31,1,-1,2-ciclico-espejo
A,42,31,1,-1,10-ventana
A,43,31,0,0,10-ventana
A,44,31,0,0,10-ventana
A,45,31,0,0,10-ventana
A,46,31,1,-1,10-ventana
A,47,31,0,0,10-ventana
A,48,31,1,-1,10-ventana
A,49,31,1,1,10-ventana
A,50,31,1,-1,10-ventana
A,51,31,0,0,10-ventana
A,52,31,1,-1,10-ventana
A,53,31,1,-1,10-ventana
A,54,31,0,0,10-ventana
A,55,31,1,-1,10-ventana
A,56,31,0,0,10-ventana
A,57,31,1,-1,10-ventana
A,58,31,0,0,10-ventana
A,59,31,1,1,10-ventana
A,60,31,0,0,10-ventana
A,61,31,1,-1,10-ventana
A,62,31,0,0,10-ventana
A,63,31,1,-1,10-ventana
A,64,31,1,-1,10-ventana
A,65,31,0,0,10-ventana
A,66,31,1,-1,10-ventana
A,67,31,0,0,10-ventana
A,68,31,0,0,10-ventana
A,69,31,0,0,10-ventana
A,70,31,0,0,10-ventana
A,71,31,0,0,10-ventana
A,72,31,1,-1,10-ventana
A,73,31,0,0,10-ventana
A,74,31,1,-1,10-ventana
A,75,31,1,-1,10-ventana
A,76,31,0,0,10-ventana
A,77,31,1,-1,10-ventana
A,78,31,1,-1,10-ventana
A,79,31,0,0,10-ventana
A,80,31,0,0,10-ventana
A,81,31,0,0,10-ventana
A,82,31,1,-1,10-ventana
A,83,31,1,-1,10-ventana
A,84,31,0,0,10-ventana
A,85,31,1,-1,10-ventana
A,86,31,1,-1,10-ventana
A,87,31,0,0,7-ciclico
A,88,31,1,-1,10-ventana
A,89,31,1,-1,10-ventana
A,90,31,0,0,10-ventana
A,91,31,0,0,7-ciclico
A,92,31,1,-1,10-ventana
A,93,31,1,-1,10-ventana
A,94,31,1,-1,10-ventana
A,95,31,0,0,10-ventana
A,96,31,1,-1,10-ventana
A,97,31,0,0,10-ventana
A,98,31,0,0,10-ventana
A,99,31,1,-1,10-ventana
A,100,31,1,-1,10-ventana
A,101,31,0,0,10-ventana
A,102,31,0,0,10-ventana
A,103,31,0,0,10-ventana
A,104,31,1,-1,10-ventana
A,105,31,1,1,10-ventana
A,106,31,0,0,10-ventana
A,107,31,1,-1,10-ventana
A,108,31,0,0,10-ventana
A,109,31,1,-1,10-ventana
A,110,31,0,0,10-ventana
A,111,31,1,-1,10-ventana
A,112,31,0,0,10-ventana
A,113,31,0,0,2-ciclico-espejo
A,114,31,1,-1,10-ventana
A,115,31,0,0,10-ventana
A,116,31,0,0,10-ventana
A,117,31,0,0,10-ventana
A,118,31,1,-1,10-ventana
A,119,31,0,0,10-ventana
A,120,31,1,1,10-ventana
A,121,31,0,0,10-ventana
A,122,31,1,-1,10-ventana
A,123,31,0,0,10-ventana
A,124,31,1,-1,10-ventana
A,125,31,1,1,10-ventana
A,126,31,1,-1,10-ventana
A,127,31,0,0,10-ventana
